,open,high,low,close,volume,Year,Month,Weekday,Day,rsi,sma_50,sma_200,macd,volatility
2013-03-31,90.49,95.0,89.31,92.11,1799.0,2013,3,6,31,84.62001729664718,45.0972,21.18745,13.378521763852056,5.689999999999998
2013-04-01,92.12,96.15,92.12,96.15,2003.0,2013,4,0,1,85.9649760185027,46.5574,21.6125,13.913220196287668,4.030000000000001
2013-04-02,95.5,106.5,93.7,104.7,6540.0,2013,4,1,2,88.29738837651426,48.1774,22.0795,14.855639535702608,12.799999999999997
2013-04-03,103.73,116.0,100.1,116.0,6441.0,2013,4,2,3,90.53593815629885,50.0186,22.601999999999997,16.32613172999406,15.900000000000006
2013-04-04,116.0,158.41,110.0,133.78,15003.0,2013,4,3,4,92.85262982266504,52.1848,23.212749999999996,18.71052154911135,48.41
2013-04-05,133.87,150.0,119.0,135.0,7265.0,2013,4,4,5,92.97961825231295,54.384800000000006,23.828999999999997,20.462729851278908,31.0
2013-04-06,134.67,144.0,127.09,141.8,7560.0,2013,4,5,6,93.65617303851535,56.67280000000001,24.47875,22.144799263503856,16.909999999999997
2013-04-07,141.8,150.03,138.5,141.0,3504.0,2013,4,6,7,92.52644508048516,58.9528,25.124200000000002,23.14647986552052,11.530000000000001
2013-04-08,141.0,165.1,140.65,164.97,6737.0,2013,4,0,8,94.62034050257473,61.702200000000005,25.887449999999998,25.579631563789746,24.44999999999999
2013-04-09,164.97,198.0,162.0,185.6,13411.0,2013,4,1,9,95.72935476265219,64.8746,26.754049999999996,28.840139229797956,36.0
2013-04-10,185.6,235.29,164.34,229.0,11211.0,2013,4,2,10,97.08894478813315,68.9162,27.838100000000004,34.52811373473547,70.94999999999999
2013-04-11,228.94,259.34,70.0,162.0,20889.0,2013,4,3,11,63.48676616276521,71.5684,28.58825,33.24629189404848,189.33999999999997
2013-04-12,162.0,179.0,50.0,83.4,37205.0,2013,4,4,12,44.17238088990236,72.63640000000001,28.945300000000003,25.593054931754708,129.0
2013-04-13,81.02,112.0,45.0,109.9,29095.0,2013,4,5,13,49.725689612595794,74.23440000000001,29.435299999999998,21.41923047489486,67.0
2013-04-14,109.9,119.0,85.0,91.64,16830.0,2013,4,6,14,46.30751847925402,75.4592,29.83475,16.448408117242337,34.0
2013-04-15,90.44,99.99,81.94,91.11,5777.0,2013,4,0,15,46.20823154179287,76.6906,30.2293,12.324163727432051,18.049999999999997
2013-04-16,91.79,99.8,60.0,74.0,19578.0,2013,4,1,16,43.0027336625414,77.575,30.538199999999996,7.587571527695417,39.8
2013-04-17,73.99,82.0,49.8,68.09,35706.0,2013,4,2,17,41.92097671390871,78.32820000000001,30.817249999999998,3.318645199950822,32.2
2013-04-18,67.85,101.12,60.0,89.98,30854.0,2013,4,3,18,47.2172302741032,79.50580000000001,31.205750000000002,1.6824363084135854,41.120000000000005
2013-04-19,89.98,111.23,78.92,109.3,16527.0,2013,4,4,19,51.427286308566465,81.0656,31.691149999999997,1.922529783039252,32.31
2013-04-20,109.3,140.2,100.0,117.71,25498.0,2013,4,5,20,53.17801589360995,82.7492,32.218999999999994,2.759611225745502,40.19999999999999
2013-04-21,118.11,129.79,114.27,126.55,7474.0,2013,4,6,21,55.01349688720594,84.5892,32.78855,4.08918088911085,15.519999999999996
2013-04-22,126.55,129.0,101.0,118.81,17188.0,2013,4,0,22,53.05248951750669,86.28219999999999,33.3181,4.466830273353111,28.0
2013-04-23,118.91,125.01,116.0,123.74,6675.0,2013,4,1,23,54.17301541405223,88.0704,33.87395,5.105081725128642,9.010000000000005
2013-04-24,123.73,138.87,121.12,137.29,13391.0,2013,4,2,24,57.19687660295976,90.0858,34.4979,6.627870392757572,17.75
2013-04-25,137.3,161.0,134.98,149.0,21232.0,2013,4,3,25,59.673357152953535,92.2508,35.180949999999996,8.679538204800082,26.02000000000001
2013-04-26,150.0,170.28,123.2,141.9,16566.0,2013,4,4,26,57.50104932406376,94.2424,35.8319,9.621676368596368,47.08
2013-04-27,141.9,142.53,126.68,137.3,10688.0,2013,4,5,27,56.07672879585786,96.1548,36.4603,9.883218504122254,15.849999999999994
2013-04-28,137.3,148.61,125.76,128.8,6686.0,2013,4,6,28,53.44243633185112,97.85560000000001,37.04435,9.297438484900411,22.85000000000001
2013-04-29,128.8,148.18,121.57,135.28,5136.0,2013,4,0,29,55.17136699763577,99.64120000000001,37.659549999999996,9.249463387391572,26.610000000000014
2013-04-30,135.31,151.65,123.96,143.31,10485.0,2013,4,1,30,57.28807847301411,101.6016,38.31565,9.747038870683582,27.690000000000012
2013-05-01,143.32,144.99,133.89,139.88,8465.0,2013,5,2,1,56.07020664803963,103.4342,38.95555,9.752181612628235,11.100000000000023
2013-05-02,139.87,140.3,104.9,116.75,21104.0,2013,5,3,2,48.57151981325218,104.8724,39.48005,7.799946648480841,35.400000000000006
2013-05-03,116.75,127.24,93.01,106.81,21725.0,2013,5,4,3,45.7404601360956,106.06880000000001,39.955149999999996,5.388595076587791,34.22999999999999
2013-05-04,107.02,108.0,81.5,98.08,26863.0,2013,5,5,4,43.350586953009106,107.0914,40.38725,2.7415407672517915,26.5
2013-05-05,98.08,115.64,94.0,112.62,15910.0,2013,5,6,5,48.204594124668716,108.4058,40.890750000000004,1.7962812284016252,21.64
2013-05-06,112.89,118.76,106.5,116.57,9033.0,2013,5,0,6,49.47125649972404,109.80239999999999,41.4142,1.3503225443634364,12.260000000000005
2013-05-07,116.9,123.97,105.0,112.71,17251.0,2013,5,1,7,48.22999930747896,111.11179999999999,41.91875,0.6776161959647027,18.97
2013-05-08,112.67,112.95,98.77,110.0,14941.0,2013,5,2,8,47.332092607618556,112.3048,42.4104,-0.07333739546980667,14.180000000000007
2013-05-09,110.92,116.29,109.41,113.16,8261.0,2013,5,3,9,48.53526043646583,113.37980000000002,42.9182,-0.4087758229986065,6.88000000000001
2013-05-10,113.16,113.95,109.0,111.96,6725.0,2013,5,4,10,48.086021038488724,114.33500000000002,43.421400000000006,-0.7626517896038081,4.950000000000003
2013-05-11,111.96,119.98,109.2,117.9,10480.0,2013,5,5,11,50.527078013474025,115.2484,43.953450000000004,-0.5573676974614017,10.780000000000001
2013-05-12,117.9,118.5,112.95,115.04,4692.0,2013,5,6,12,49.324480259097776,116.1512,44.47075000000001,-0.6183289620511232,5.549999999999997
2013-05-13,115.58,117.86,113.0,114.5,3366.0,2013,5,0,13,49.08691966932007,117.1632,44.98625,-0.7021210757661436,4.859999999999999
2013-05-14,115.05,117.48,113.55,115.99,3412.0,2013,5,1,14,49.80528776781234,118.07860000000001,45.513450000000006,-0.6409083890668938,3.930000000000007
2013-05-15,115.98,117.9,103.5,107.0,12120.0,2013,5,2,15,45.622596854019164,118.7164,45.998450000000005,-1.3027969292419215,14.400000000000006
2013-05-16,107.0,113.0,101.72,108.95,10914.0,2013,5,3,16,46.668812418888024,119.2992,46.491049999999994,-1.6509683276213138,11.280000000000001
2013-05-17,108.96,113.35,108.35,113.35,7515.0,2013,5,4,17,49.050817490877336,119.78020000000001,47.0051,-1.553940581877299,5.0
2013-05-18,113.36,118.16,112.82,116.73,9721.0,2013,5,5,18,50.86629006282447,120.3444,47.534749999999995,-1.1905833385521873,5.340000000000003
2013-05-19,117.51,118.55,115.99,118.49,3906.0,2013,5,6,19,51.82883338878543,120.9142,48.07320000000001,-0.7519349759635361,2.5600000000000023
2013-05-20,118.49,118.98,114.1,116.38,4800.0,2013,5,0,20,50.550280292462475,121.3996,48.600100000000005,-0.5680146351779882,4.88000000000001
2013-05-21,117.27,118.94,114.03,116.55,4541.0,2013,5,1,21,50.65589727132891,121.80759999999998,49.1286,-0.4038831472670523,4.909999999999997
2013-05-22,117.81,118.56,116.9,117.5,3656.0,2013,5,2,22,51.2821040962965,122.0636,49.662749999999996,-0.19490396845060332,1.6599999999999966
2013-05-23,117.25,119.48,117.0,119.11,7275.0,2013,5,3,23,52.38494728194651,122.1258,50.205,0.09948033368138454,2.480000000000004
2013-05-24,118.45,123.9,118.36,123.84,10212.0,2013,5,4,24,55.56729712919897,121.927,50.771,0.7063115637428439,5.540000000000006
2013-05-25,123.84,129.94,122.52,128.7,13193.0,2013,5,5,25,58.62700802361928,121.801,51.360600000000005,1.561392310215581,7.420000000000002
2013-05-26,128.65,129.73,126.03,128.97,5146.0,2013,5,6,26,58.796762478559096,121.54439999999998,51.951750000000004,2.2350721849709743,3.6999999999999886
2013-05-27,128.98,130.29,127.97,129.5,3916.0,2013,5,0,27,59.15107109474144,121.31439999999999,52.545249999999996,2.779692346845181,2.319999999999993
2013-05-28,130.27,130.6,120.33,126.25,7413.0,2013,5,1,28,55.97260165286733,120.54,53.12245,2.9154523899449742,10.269999999999996
2013-05-29,126.2,127.11,123.0,125.92,6072.0,2013,5,2,29,55.64563624934293,119.34639999999999,53.69805,2.9622677810921516,4.109999999999999
2013-05-30,125.99,130.4,125.53,130.35,9946.0,2013,5,3,30,59.099677430578296,117.3734,54.29575,3.3185787823488653,4.8700000000000045
2013-05-31,130.01,131.0,124.9,126.81,9432.0,2013,5,4,31,55.38783312250126,116.6696,54.875699999999995,3.2775280992041473,6.099999999999994
2013-06-01,126.78,129.87,125.06,127.91,5633.0,2013,6,5,1,56.30616345084384,117.5598,55.4609,3.2957644232451173,4.810000000000002
2013-06-02,127.76,128.86,127.09,128.77,3406.0,2013,6,6,2,57.050541826221234,117.93719999999999,56.050399999999996,3.3410975611889597,1.7700000000000102
2013-06-03,128.77,128.8,117.02,123.0,15138.0,2013,6,0,3,50.79767154260209,118.56439999999999,56.61055,2.8782548907895205,11.780000000000015
2013-06-04,123.35,125.01,117.0,123.22,8850.0,2013,6,1,4,51.018109682857975,119.2066,57.17139999999999,2.500378098986104,8.010000000000005
2013-06-05,123.22,123.66,116.32,120.57,7975.0,2013,6,2,5,48.21590849227375,120.13799999999999,57.71695,1.9644304347642247,7.340000000000003
2013-06-06,120.58,122.74,119.65,121.2,4733.0,2013,6,3,6,48.93401036896756,121.20019999999998,58.265100000000004,1.572398157271138,3.089999999999989
2013-06-07,120.98,121.33,118.43,118.78,4936.0,2013,6,4,7,46.27919110885109,121.7762,58.80145,1.0542828611466746,2.8999999999999915
2013-06-08,118.78,119.16,107.0,110.18,18261.0,2013,6,5,8,38.322298933479196,121.79379999999999,59.2941,-0.0497024319553816,12.159999999999997
2013-06-09,110.17,112.46,108.44,109.11,5055.0,2013,6,6,9,37.45934443722875,121.62180000000001,59.781400000000005,-0.9994378902893999,4.019999999999996
2013-06-10,109.11,110.0,90.0,100.17,30734.0,2013,6,0,10,31.148204819865114,121.0942,60.2239,-2.4453054101774256,20.0
2013-06-11,100.17,107.9,93.1,104.22,13536.0,2013,6,1,11,36.377693336547466,120.80239999999999,60.685599999999994,-3.227163946725838,14.800000000000011
2013-06-12,104.21,108.0,102.97,107.36,5234.0,2013,6,2,12,40.171797161931266,120.4748,61.1616,-3.5524700486173373,5.030000000000001
2013-06-13,107.35,111.18,105.01,106.56,7612.0,2013,6,3,13,39.525075319642255,119.86019999999999,61.63314999999999,-3.8306731763258597,6.170000000000002
2013-06-14,106.1,108.43,95.0,102.0,8047.0,2013,6,4,14,35.970391543182345,118.92019999999998,62.0816,-4.368744878361582,13.430000000000007
2013-06-15,101.86,102.95,95.0,99.01,10698.0,2013,6,5,15,33.82244116128004,118.0624,62.515649999999994,-4.979043278778619,7.950000000000003
2013-06-16,99.01,105.0,96.22,99.42,4243.0,2013,6,6,16,34.40090244397058,117.3048,62.9524,-5.367749509546613,8.780000000000001
2013-06-17,99.43,101.11,98.0,99.37,3089.0,2013,6,0,17,34.36145617383407,116.71619999999999,63.38815,-5.615109097646368,3.1099999999999994
2013-06-18,98.74,101.47,98.29,100.0,4785.0,2013,6,1,18,35.36710179737709,116.0106,63.8263,-5.6946630872100314,3.1799999999999926
2013-06-19,100.39,108.18,99.99,104.5,10874.0,2013,6,2,19,42.18124721025354,115.2344,64.28665,-5.333120907099413,8.190000000000012
2013-06-20,104.49,107.5,102.0,105.24,5483.0,2013,6,3,20,43.24098041187465,114.5416,64.75115,-4.930053718612726,5.5
2013-06-21,105.24,108.0,102.47,102.61,9088.0,2013,6,4,21,40.406412740264116,114.25880000000001,65.2021,-4.767877958760039,5.530000000000001
2013-06-22,103.0,104.86,90.0,101.8,12331.0,2013,6,5,22,39.54657960317868,114.1586,65.6481,-4.651097771311271,14.86
2013-06-23,101.29,103.0,98.55,100.0,3350.0,2013,6,6,23,37.63023762525435,114.197,66.08515,-4.650189102839306,4.450000000000003
2013-06-24,100.0,101.45,98.5,100.41,1977.0,2013,6,0,24,38.36289738032575,113.95280000000001,66.5212,-4.563777022380208,2.950000000000003
2013-06-25,100.4,102.3,95.0,99.47,9702.0,2013,6,1,25,37.2815847104646,113.6108,66.95129999999999,-4.519052149970591,7.299999999999997
2013-06-26,98.83,101.0,97.47,97.87,5294.0,2013,6,2,26,35.449976203190204,113.31400000000002,67.3738,-4.560147453353693,3.530000000000001
2013-06-27,97.57,99.98,96.13,98.77,4940.0,2013,6,3,27,37.31552031695495,113.08940000000001,67.80085,-4.468582264228175,3.8500000000000085
2013-06-28,98.75,98.76,96.0,96.31,4937.0,2013,6,4,28,34.389904053518435,112.7524,68.21595,-4.542158457771123,2.760000000000005
2013-06-29,96.98,97.45,88.01,89.96,18557.0,2013,6,5,29,28.235957955244714,112.3124,68.59925,-5.0545938406577875,9.439999999999998
2013-06-30,89.2,91.61,86.2,88.98,4373.0,2013,6,6,30,27.420438815318604,111.734,68.9774,-5.476648982911925,5.409999999999997
2013-07-01,88.83,90.3,88.01,89.53,2390.0,2013,7,0,1,28.66567430341898,111.2238,69.35759999999999,-5.701032368063608,2.289999999999992
2013-07-02,89.41,90.16,80.94,84.5,20854.0,2013,7,1,2,24.52202117249847,110.62379999999999,69.7125,-6.2131158479623565,9.219999999999999
2013-07-03,83.41,88.5,81.9,88.0,12666.0,2013,7,2,3,31.8987076740587,110.064,70.08494999999999,-6.264313835370629,6.599999999999994
2013-07-04,88.04,89.56,75.11,77.01,20740.0,2013,7,3,4,23.975197911929854,109.4642,70.4031,-7.1097331835067905,14.450000000000003
2013-07-05,77.33,83.9,70.06,79.4,21957.0,2013,7,4,5,28.154729253853674,108.87320000000001,70.73375,-7.500420898616241,13.840000000000003
2013-07-06,79.4,79.4,63.26,66.93,32935.0,2013,7,5,6,21.51013273508073,107.9448,71.0024,-8.7157982150283,16.140000000000008
2013-07-07,67.13,72.88,63.0,66.34,17245.0,2013,7,6,7,21.254545405068015,106.93700000000001,71.26844999999999,-9.615757101504656,9.879999999999995
2013-07-08,66.34,73.96,64.5,73.96,6858.0,2013,7,0,8,32.42277266552246,106.04639999999999,71.57125,-9.60340856980946,9.459999999999994
2013-07-09,73.97,76.94,70.1,74.4,18669.0,2013,7,1,9,33.01355576371735,105.20679999999999,71.8765,-9.449193525662963,6.840000000000003
2013-07-10,74.0,76.01,70.25,75.01,15909.0,2013,7,2,10,33.87662286303805,104.376,72.18555,-9.172025687363998,5.760000000000005
2013-07-11,75.0,86.64,74.81,86.19,27275.0,2013,7,3,11,47.282841094114744,103.74980000000001,72.5505,-7.95849503698885,11.829999999999998
2013-07-12,86.13,89.96,83.85,87.13,17311.0,2013,7,4,12,48.23316919171107,103.1102,72.92045,-6.842042304791931,6.109999999999999
2013-07-13,87.81,100.0,86.6,90.17,32060.0,2013,7,5,13,51.291316347586516,102.43679999999999,73.30515,-5.6468495111357555,13.400000000000006
2013-07-14,90.19,92.04,87.15,91.67,6004.0,2013,7,6,14,52.77380744421801,101.69619999999999,73.6973,-4.5264352196827815,4.890000000000001
2013-07-15,91.67,93.0,88.87,90.03,5202.0,2013,7,0,15,50.948019725284716,100.91740000000001,74.08155000000001,-3.727860658348604,4.1299999999999955
2013-07-16,90.02,95.0,88.11,93.78,13030.0,2013,7,1,16,54.79884234478363,100.20300000000002,74.48445,-2.760568786552895,6.890000000000001
2013-07-17,93.76,93.9,89.09,91.55,9285.0,2013,7,2,17,52.175690372653186,99.509,74.8763,-2.1491512939886945,4.810000000000002
2013-07-18,91.61,92.37,89.0,90.97,7404.0,2013,7,3,18,51.485380932490656,98.81,75.26505,-1.6918965486009228,3.3700000000000045
2013-07-19,90.96,91.0,77.0,85.28,21446.0,2013,7,4,19,45.17133814376452,97.9086,75.62545,-1.7682707902646229,14.0
2013-07-20,85.0,88.0,83.21,86.51,8689.0,2013,7,5,20,46.69322895703873,97.10259999999998,75.9918,-1.7098372668927055,4.790000000000006
2013-07-21,86.51,87.07,84.27,85.04,4451.0,2013,7,6,21,45.08264938657825,96.24520000000001,76.3509,-1.7618356486737667,2.799999999999997
2013-07-22,85.02,86.99,84.25,85.93,2907.0,2013,7,0,22,46.29056397317424,95.3884,76.7151,-1.7115000714518231,2.739999999999995
2013-07-23,85.73,87.08,83.0,85.6,8294.0,2013,7,1,23,45.88754077183137,94.64040000000001,77.07715,-1.6788838776574124,4.079999999999998
2013-07-24,85.59,88.88,82.0,86.98,13038.0,2013,7,2,24,47.92919276400523,93.9156,77.4461,-1.5241118297824983,6.8799999999999955
2013-07-25,86.88,88.48,85.73,88.42,9276.0,2013,7,3,25,50.04712950277878,93.2726,77.82245,-1.270611087660754,2.75
2013-07-26,88.42,90.66,87.08,90.16,10416.0,2013,7,4,26,52.55815807883408,92.65180000000001,78.2075,-0.9187160778769226,3.5799999999999983
2013-07-27,90.1,91.77,88.56,89.95,6500.0,2013,7,5,27,52.21699828919258,92.07520000000001,78.59125,-0.6492972972442743,3.2099999999999937
2013-07-28,89.97,90.16,87.8,88.16,3489.0,2013,7,6,28,49.280618216666085,91.63480000000001,78.96455,-0.5736068303982478,2.3599999999999994
2013-07-29,88.16,94.01,87.9,92.71,7294.0,2013,7,0,29,56.04666839291981,91.30680000000001,79.36019999999999,-0.14480538964541267,6.109999999999999
2013-07-30,92.72,93.5,90.54,93.39,10250.0,2013,7,1,30,56.970535288872554,91.17119999999998,79.75715,0.24704537321959208,2.9599999999999937
2013-07-31,93.45,97.0,92.7,96.57,11695.0,2013,7,2,31,61.08949345687002,91.01820000000002,80.17,0.8049108384475119,4.299999999999997
2013-08-01,96.98,101.0,95.0,98.28,17025.0,2013,8,3,1,63.13316441660329,90.8366,80.59195,1.3692224042135734,6.0
2013-08-02,97.77,98.44,95.15,96.62,7832.0,2013,8,4,2,59.847044137372265,90.63780000000001,81.00685,1.663321523782841,3.289999999999992
2013-08-03,96.63,98.71,93.03,95.85,15553.0,2013,8,5,3,58.33038474453462,90.51480000000001,81.4156,1.8133613294421451,5.679999999999993
2013-08-04,95.82,97.0,93.98,95.55,4499.0,2013,8,6,4,57.71667660598841,90.4456,81.82235,1.8863171734265904,3.019999999999996
2013-08-05,95.54,96.61,95.5,96.38,3019.0,2013,8,0,5,59.001881839562344,90.3848,82.2316,1.9881906446573936,1.1099999999999994
2013-08-06,96.38,98.92,96.0,97.81,11003.0,2013,8,1,6,61.190567017020925,90.3536,82.64385,2.1594226731754844,2.9200000000000017
2013-08-07,97.88,98.98,97.07,97.69,9248.0,2013,8,2,7,60.89677259742402,90.3074,83.05445,2.2593973659098765,1.9100000000000108
2013-08-08,97.7,98.32,95.5,97.09,7127.0,2013,8,3,8,59.362074956460674,90.1592,83.463,2.264113750634422,2.819999999999993
2013-08-09,97.09,97.14,91.11,94.27,14017.0,2013,8,4,9,52.6465357447576,89.93980000000002,83.85685,2.017049792790303,6.030000000000001
2013-08-10,94.26,95.75,90.0,92.27,12311.0,2013,8,5,10,48.45941438621598,89.73299999999999,84.23559999999999,1.6409506828806144,5.75
2013-08-11,92.72,94.25,92.14,93.51,3115.0,2013,8,6,11,51.05837960031298,89.5672,84.6164,1.4265032243145725,2.1099999999999994
2013-08-12,93.51,94.58,93.12,94.09,1863.0,2013,8,0,12,52.270726574671436,89.449,84.99934999999999,1.2885001929672057,1.4599999999999937
2013-08-13,94.0,96.18,93.31,95.35,7203.0,2013,8,1,13,54.88526047829058,89.34779999999999,85.38965,1.2662072174903045,2.8700000000000045
2013-08-14,95.37,98.19,94.24,98.15,12840.0,2013,8,2,14,60.11405430583189,89.32140000000001,85.79295,1.4576733225441387,3.950000000000003
2013-08-15,97.75,101.0,97.03,99.19,17997.0,2013,8,3,15,61.88123857056502,89.34779999999999,86.20145000000001,1.674033680377832,3.969999999999999
2013-08-16,99.19,100.01,96.68,98.08,9533.0,2013,8,4,16,58.882605778163835,89.334,86.60385000000001,1.7359224657987795,3.3299999999999983
2013-08-17,98.09,99.0,96.5,98.25,9306.0,2013,8,5,17,59.20862503923287,89.37279999999998,87.00174999999999,1.7781894918032322,2.5
2013-08-18,98.26,99.82,97.48,99.71,5533.0,2013,8,6,18,61.995642487224806,89.56779999999999,87.40355,1.9075076518716543,2.339999999999989
2013-08-19,99.71,99.99,98.41,99.3,2757.0,2013,8,0,19,60.740578264233825,89.77420000000001,87.8028,1.9543807670036557,1.5799999999999983
2013-08-20,99.32,105.16,99.0,102.85,20223.0,2013,8,1,20,66.97476589512857,90.04060000000001,88.21475000000001,2.2520234553036005,6.159999999999997
2013-08-21,102.85,104.88,100.38,104.87,11512.0,2013,8,2,21,69.90337536419366,90.44800000000001,88.63734999999998,2.6206948098941183,4.5
2013-08-22,104.87,114.0,104.56,110.43,23925.0,2013,8,3,22,76.16787548724257,90.89659999999999,89.09039999999999,3.3232071838907444,9.439999999999998
2013-08-23,111.52,113.02,107.98,109.12,12231.0,2013,8,4,23,72.34693766448495,91.53880000000001,89.53455,3.731235885068827,5.039999999999992
2013-08-24,109.12,109.9,104.2,107.65,9469.0,2013,8,5,24,68.21181446728225,92.10379999999999,89.97129999999999,3.8911303274725384,5.700000000000003
2013-08-25,107.91,110.33,106.64,109.15,4332.0,2013,8,6,25,70.09042661516108,92.9482,90.41455,4.091718505111075,3.6899999999999977
2013-08-26,109.15,113.28,109.15,113.12,9343.0,2013,8,0,26,74.40221726911777,93.88380000000001,90.87559999999999,4.518940370724053,4.1299999999999955
2013-08-27,113.12,113.3,110.27,111.9,10842.0,2013,8,1,27,71.01419226207825,94.6426,91.32655000000001,4.704838523318571,3.030000000000001
2013-08-28,111.85,118.93,111.76,117.75,18924.0,2013,8,2,28,76.53252426089725,95.5096,91.8033,5.2635354973077995,7.170000000000002
2013-08-29,117.74,119.63,117.04,117.91,10195.0,2013,8,3,29,76.66338491329037,96.3676,92.27715,5.6540412689824535,2.589999999999989
2013-08-30,117.91,120.0,117.0,118.5,9789.0,2013,8,4,30,77.1689593688339,97.01379999999999,92.75115000000001,5.942625092727766,3.0
2013-08-31,118.91,126.14,118.04,124.86,17374.0,2013,8,5,31,81.7570510706274,97.76839999999999,93.25574999999999,6.608351734206522,8.099999999999994
2013-09-01,124.86,134.95,124.8,128.0,19981.0,2013,9,6,1,83.51809798706061,98.525,93.76839999999999,7.305107915032252,10.149999999999991
2013-09-02,127.9,132.09,126.79,130.66,8021.0,2013,9,0,2,84.8521239970874,99.30480000000001,94.29669999999999,7.979944148841227,5.299999999999997
2013-09-03,130.65,132.0,128.52,130.15,8939.0,2013,9,1,3,83.45737861647986,100.10719999999999,94.81045,8.377038700699075,3.4799999999999898
2013-09-04,129.4,131.0,127.0,129.18,11994.0,2013,9,2,4,80.73904919283399,100.8152,95.32135,8.515308919952943,4.0
2013-09-05,129.2,129.94,115.21,122.81,18821.0,2013,9,3,5,65.62278748815811,101.4404,95.79790000000001,8.018451582673748,14.730000000000004
2013-09-06,121.65,127.5,116.07,122.5,19236.0,2013,9,4,6,64.98513836870092,102.071,96.27550000000001,7.513068180729377,11.430000000000007
2013-09-07,122.0,124.54,115.21,117.67,19391.0,2013,9,5,7,55.87518444903521,102.71879999999999,96.72925,6.646194368029612,9.330000000000013
2013-09-08,116.56,122.16,115.5,119.93,9677.0,2013,9,6,8,58.78648961728293,103.3872,97.18195,6.071564521976754,6.659999999999997
2013-09-09,119.91,120.94,116.0,118.34,5458.0,2013,9,0,9,55.98769650377857,104.0532,97.62365,5.425326727810244,4.939999999999998
2013-09-10,118.37,124.13,115.0,121.68,21345.0,2013,9,1,10,60.26704949219448,104.7682,98.08205,5.1236267269355125,9.129999999999995
2013-09-11,121.68,124.26,120.8,122.07,11319.0,2013,9,2,11,60.74698169631378,105.4976,98.5404,4.859974284917584,3.460000000000008
2013-09-12,122.08,127.72,118.0,127.55,18550.0,2013,9,3,12,66.81292902948249,106.30900000000001,99.03045,5.035175656158032,9.719999999999999
2013-09-13,127.54,128.5,123.1,126.38,13856.0,2013,9,4,13,64.52041135446109,107.06819999999999,99.51344999999999,5.02172743526485,5.400000000000006
2013-09-14,126.38,128.79,125.05,127.71,9309.0,2013,9,5,14,65.95065935825971,107.8192,99.99985000000001,5.060060282881139,3.739999999999995
2013-09-15,127.71,128.0,123.05,124.49,8711.0,2013,9,6,15,59.67820590720771,108.51,100.4668,4.775562539185856,4.950000000000003
2013-09-16,124.49,126.25,123.0,125.36,5360.0,2013,9,0,16,60.7640088086046,109.25399999999999,100.93705,4.567644790829874,3.25
2013-09-17,125.36,126.71,124.03,126.27,7602.0,2013,9,1,17,61.919122988264384,109.92519999999999,101.40074999999999,4.42528593054152,2.6799999999999926
2013-09-18,126.28,127.69,125.47,126.92,8852.0,2013,9,2,18,62.762415865042925,110.5958,101.8626,4.315172453899166,2.219999999999999
2013-09-19,126.92,128.0,124.2,127.0,13495.0,2013,9,3,19,62.87139451956055,111.20439999999999,102.3268,4.1861072234369345,3.799999999999997
2013-09-20,127.0,127.95,123.02,124.18,10236.0,2013,9,4,20,56.58495523337986,111.7224,102.77605,3.812325550300585,4.930000000000007
2013-09-21,124.17,126.02,121.16,122.91,10505.0,2013,9,5,21,53.96782207288593,112.2482,103.20800000000001,3.3747208143641387,4.859999999999999
2013-09-22,122.92,124.1,121.7,123.39,4154.0,2013,9,6,22,54.81838950673925,112.79899999999999,103.6212,3.031700342455352,2.3999999999999915
2013-09-23,123.38,123.5,122.35,123.27,2882.0,2013,9,0,23,54.54703125141265,113.35340000000001,104.02595,2.7188301682538167,1.1500000000000057
2013-09-24,123.27,123.99,121.54,122.63,7736.0,2013,9,1,24,53.039050094862716,113.8784,104.43070000000002,2.3916660127597,2.4499999999999886
2013-09-25,122.81,124.01,121.77,123.86,10183.0,2013,9,2,25,55.580647952725116,114.3994,104.8312,2.206205024691542,2.240000000000009
2013-09-26,123.75,125.0,123.23,123.25,8053.0,2013,9,3,26,54.019199981566665,114.91060000000002,105.21744999999999,1.9870979254963572,1.769999999999996
2013-09-27,123.32,124.9,123.0,124.84,7784.0,2013,9,4,27,57.38019123079602,115.4656,105.61519999999999,1.9196254355229598,1.9000000000000057
2013-09-28,124.85,126.96,124.35,126.95,12117.0,2013,9,5,28,61.41127062119248,116.1192,106.00869999999999,2.013205388557793,2.6099999999999994
2013-09-29,126.95,127.0,124.01,126.54,6320.0,2013,9,6,29,60.219391257150946,116.80460000000001,106.4172,2.03087395132232,2.989999999999995
2013-09-30,126.5,128.8,126.08,127.01,6745.0,2013,9,0,30,61.15022351747855,117.4746,106.81729999999999,2.059065857176904,2.720000000000013
2013-10-01,127.0,127.53,122.77,126.25,11530.0,2013,10,1,1,58.75606383242044,118.11779999999999,107.21379999999999,1.9970616141036857,4.760000000000005
2013-10-02,126.25,127.93,125.54,127.33,7513.0,2013,10,2,2,61.08757858549018,118.75740000000002,107.61595,2.011878100424056,2.3900000000000006
2013-10-03,127.31,127.8,85.0,103.85,60639.0,2013,10,3,3,26.29073641353888,118.8714,107.9015,0.12751063984400446,42.8
2013-10-04,103.85,118.79,102.0,117.63,26112.0,2013,10,4,4,45.80268036243321,119.2402,108.25344999999999,-0.25103948613573834,16.790000000000006
2013-10-05,117.62,122.98,116.48,121.94,13194.0,2013,10,5,5,50.239539062580135,119.7174,108.61139999999999,-0.20094583001005617,6.5
