,open,high,low,close,volume,Year,Month,Weekday,Day,rsi,sma_50,sma_200,macd,volatility
2018-03-01,10329.5901,11064.75,10232.0698,10314.9,76552.0,2018,3,3,1,51.429975447714625,10516.8094,8655.967799999999,27.214172388845327,832.6802000000007
2018-03-02,10929.2678,11196.5445,10223.41,10903.13,62010.0,2018,3,4,2,55.41392011222323,10437.0716,8690.214100000001,86.20169899659777,973.1345000000001
2018-03-03,11042.5018,11537.9132,10774.01,11029.99,62491.0,2018,3,5,3,56.24743001362039,10392.794800000001,8723.832900000001,141.55452811666873,763.9032000000007
2018-03-04,11465.2325,11545.7559,11022.85,11445.0,56133.0,2018,3,6,4,58.95097065977613,10346.0666,8760.279550000001,216.41518308975537,522.9058999999997
2018-03-05,11508.686,11712.4717,11054.91,11463.27,64951.0,2018,3,0,5,59.07087267686897,10291.376400000001,8795.7017,274.05785940097667,657.5617000000002
2018-03-06,11429.4948,11688.0,10572.3344,11419.24,106560.0,2018,3,1,6,58.626433947903145,10246.8014,8831.4154,312.58396922428983,1115.6656000000003
2018-03-07,10731.1739,11420.01,9669.1202,10723.76,154716.0,2018,3,2,7,51.97447901677785,10189.1358,8864.5342,283.72614678700666,1750.8898000000008
2018-03-08,9899.5891,10911.78,9078.1787,9913.03,153665.0,2018,3,3,8,45.494272766700384,10159.669600000001,8893.6016,193.20977710780062,1833.6013000000003
2018-03-09,9284.1131,10150.0,8395.4176,9285.32,199895.0,2018,3,4,9,41.21007441588956,10121.549,8919.7348,70.01684044052854,1754.5823999999993
2018-03-10,9244.4701,9521.8697,8366.0,9230.0,130337.0,2018,3,5,10,40.84501820318583,10081.1976,8945.9472,-31.712746298109778,1155.8696999999993
2018-03-11,8793.2277,9743.0545,8467.255,8791.47,125153.0,2018,3,6,11,37.973332671973345,10025.987,8969.47955,-146.0364652950684,1275.799500000001
2018-03-12,9507.0722,9873.696,8450.0,9535.04,132677.0,2018,3,0,12,45.03044803825803,9961.168,8996.61415,-174.62597202721736,1423.696
2018-03-13,9138.5704,9892.0,8742.07,9120.75,151325.0,2018,3,1,13,42.15277024324704,9912.4056,9020.7162,-228.08389357488522,1149.9300000000003
2018-03-14,9150.8011,9482.79,7962.9994,9142.32,141919.0,2018,3,2,14,42.35930610726935,9879.0722,9044.6479,-265.6469501313204,1519.7906000000012
2018-03-15,8205.2056,9356.14,7718.0071,8196.69,158671.0,2018,3,3,15,36.248978899572656,9825.9696,9063.96445,-367.4842514204811,1638.1328999999996
2018-03-16,8259.091,8619.6723,7682.0,8265.05,152800.0,2018,3,4,16,36.956954532703804,9763.251400000001,9083.6013,-437.6302367448043,937.6723000000002
2018-03-17,8274.7885,8613.06,7763.9444,8258.54,100224.0,2018,3,5,17,36.91491125060039,9705.3114,9102.994050000001,-488.1199946285906,849.1155999999992
2018-03-18,7860.6715,8356.4,7290.7672,7860.83,153718.0,2018,3,6,18,34.344361086409634,9640.669,9119.4041,-553.8410300688392,1065.6327999999994
2018-03-19,8228.1068,8737.0032,7325.37,8188.24,142198.0,2018,3,0,19,38.16195821612422,9575.503,9137.4793,-572.9021144728067,1411.6331999999993
2018-03-20,8588.1312,9057.426,8114.17,8596.93,132704.0,2018,3,1,20,42.64503174656012,9513.73,9156.79265,-548.7051622027211,943.2559999999994
2018-03-21,8914.6007,9190.0606,8313.01,8904.02,95031.0,2018,3,2,21,45.82328947977585,9468.558,9176.70425,-498.99717780646824,877.0506000000005
2018-03-22,8896.9981,9188.1,8475.501,8893.79,134923.0,2018,3,3,22,45.73237428770837,9447.0138,9198.1737,-455.18166663782176,712.5990000000002
2018-03-23,8718.7816,9099.59,8330.5803,8704.67,98873.0,2018,3,4,23,43.994589554955795,9418.127199999999,9218.66575,-430.7525149628091,769.0097000000005
2018-03-24,8927.7984,9038.6461,8265.0,8920.79,98353.0,2018,3,5,24,46.49663673209121,9416.5632,9241.8847,-389.46366376486185,773.6460999999999
2018-03-25,8550.1038,9020.0,8384.9743,8547.0,62603.0,2018,3,6,25,42.924803082256155,9410.7266,9262.6371,-382.49452207114336,635.0257000000001
2018-03-26,8393.9959,8680.0,7846.1583,8453.9,117623.0,2018,3,0,26,42.0581866603726,9395.2874,9281.8776,-380.10223701685027,833.8417
2018-03-27,8143.0967,8500.0,7735.6959,8149.66,135771.0,2018,3,1,27,39.26814730597701,9394.4606,9299.5509,-398.1661477348043,764.3041000000003
2018-03-28,7810.9328,8211.62,7736.8624,7791.7,78638.0,2018,3,2,28,36.22339604095351,9412.8092,9316.949400000001,-436.3364920553122,474.7576000000008
2018-03-29,7944.7397,8104.98,6921.0557,7932.41,200854.0,2018,3,3,29,38.25024684214959,9416.71,9335.06785,-450.04480749667346,1183.9242999999997
2018-03-30,7098.6465,7968.0,6578.9321,7088.38,212366.0,2018,3,4,30,31.73517894138567,9406.7174,9349.37865,-522.9862534123095,1389.0679
2018-03-31,6856.702,7302.35,6550.0,6850.0,122441.0,2018,3,5,31,30.17207965357518,9378.5222,9362.592100000002,-593.1902209711443,752.3500000000004
2018-04-01,6968.1597,7231.73,6444.9697,6928.62,148631.0,2018,4,6,1,31.372658525941702,9343.215,9376.3724,-635.16164602754,786.7602999999999
2018-04-02,6827.9754,7136.8258,6427.16,6813.52,131402.0,2018,4,0,2,30.54467060313658,9308.2854,9391.113299999999,-669.9886981825211,709.6657999999998
2018-04-03,7065.6408,7520.4202,6759.96,7052.76,139743.0,2018,4,1,3,34.418977475710705,9288.0006,9410.23815,-670.554978951438,760.4601999999995
2018-04-04,7358.7821,7506.84,6728.2271,7416.27,123070.0,2018,4,2,4,39.9042643976907,9258.346,9428.81945,-634.3590453208017,778.6129000000001
2018-04-05,6806.4842,7430.0,6584.8346,6799.95,131603.0,2018,4,3,5,34.61748424766117,9223.8852,9444.42455,-647.9363731563908,845.1653999999999
2018-04-06,6786.6197,6928.7,6519.0637,6771.69,105664.0,2018,4,4,6,34.39248242039042,9169.4994,9459.96805,-653.4443494018651,409.6363000000001
2018-04-07,6622.4455,7085.4853,6510.0,6618.33,104994.0,2018,4,5,7,33.13388307114805,9101.506000000001,9472.5517,-662.5469023075566,575.4853000000003
2018-04-08,6916.8375,7137.2082,6600.99,6904.9,65647.0,2018,4,6,8,37.72030261853138,9035.684000000001,9487.6322,-639.2678551275994,536.2182000000003
2018-04-09,7013.3321,7166.477,6624.5574,7027.26,116140.0,2018,4,0,9,39.62454200014178,8954.209200000001,9503.3962,-603.9832699566632,541.9196000000002
2018-04-10,6797.9022,7175.83,6611.49,6780.1,80479.0,2018,4,1,10,37.15340367243734,8881.39,9519.21145,-589.1721189542859,564.3400000000001
2018-04-11,6857.2144,7013.3163,6653.21,6835.67,82668.0,2018,4,2,11,38.08827661011147,8794.6434,9535.3289,-566.4207941637715,360.1063000000004
2018-04-12,6955.2868,8016.0081,6762.1627,6940.94,181286.0,2018,4,3,12,39.911790186947016,8708.794,9551.13775,-533.743137485576,1253.8454000000002
2018-04-13,7930.5513,8233.8524,6758.45,7923.78,176891.0,2018,4,4,13,53.64069534613978,8658.2816,9572.43555,-423.6552510569545,1475.4024
2018-04-14,7895.1778,8239.33,7753.32,7896.92,101868.0,2018,4,5,14,53.28240236075495,8619.3532,9592.33015,-334.7187559797494,486.0100000000002
2018-04-15,8018.8872,8426.4426,7835.0,8000.41,91453.0,2018,4,6,15,54.54228070550756,8576.039400000001,9612.89205,-252.96909452632917,591.4426000000003
2018-04-16,8363.9521,8422.8133,7901.9981,8354.22,115703.0,2018,4,0,16,58.648101263087405,8549.323999999999,9633.6667,-157.81321624201064,520.8152
2018-04-17,8077.2466,8424.99,7842.5682,8048.15,99740.0,2018,4,1,17,54.09618461161832,8518.4862,9652.983250000001,-105.87828919598269,582.4218000000001
2018-04-18,7910.0748,8248.1034,7806.81,7890.87,93261.0,2018,4,2,18,51.868363520498654,8469.8096,9671.6135,-76.5284940551237,441.29339999999956
2018-04-19,8183.7726,8313.0551,7870.35,8172.84,92954.0,2018,4,3,19,55.4134862803105,8421.9404,9690.847249999999,-30.168187388580918,442.7050999999992
2018-04-20,8287.8438,8903.1198,8074.44,8271.31,126366.0,2018,4,4,20,56.61526178760905,8381.0686,9710.3177,14.352943901600156,828.6798000000008
2018-04-21,8873.9016,9057.603,8216.9,8861.0,88943.0,2018,4,5,21,63.040010937442105,8340.226,9732.6653,96.11140352893199,840.7029999999995
2018-04-22,8935.3068,9060.1701,8608.0,8920.71,69721.0,2018,4,6,22,63.6273676264256,8298.0404,9755.6897,163.83508097451704,452.17009999999937
2018-04-23,8843.6293,9036.52,8760.0,8789.96,65581.0,2018,4,0,23,61.329021514715805,8244.9396,9778.541850000001,204.59767634100626,276.52000000000044
2018-04-24,8950.5646,9726.9489,8771.22,8946.95,137039.0,2018,4,1,24,63.054645951970784,8194.6132,9801.77115,246.7260040345118,955.7289000000001
2018-04-25,9550.5037,9737.16,8752.2022,9648.0,184373.0,2018,4,2,25,69.58220163837134,8159.188400000001,9828.1964,332.8450527512541,984.9578000000001
2018-04-26,8873.5378,9755.53,8658.0632,8864.99,155737.0,2018,4,3,26,57.386576475247374,8122.013000000001,9850.404849999999,334.0617997201971,1097.4668000000001
2018-04-27,9271.4222,9387.6639,8647.29,9274.48,105238.0,2018,4,4,27,61.21508341509588,8109.241999999999,9873.78735,363.87398837426736,740.3738999999987
2018-04-28,9000.0145,9472.7451,8883.6769,8921.43,87252.0,2018,4,5,28,56.50180661820795,8101.964199999999,9894.571,354.9208713553835,589.0681999999997
2018-04-29,9348.7016,9562.3272,8854.47,9345.11,107702.0,2018,4,6,29,60.43843479192377,8104.2664,9917.5501,377.6594734476512,707.8572000000004
2018-04-30,9407.4622,9538.75,9127.9935,9393.99,73025.0,2018,4,0,30,60.878329246870166,8116.3168000000005,9940.41,395.0700651330735,410.7564999999995
2018-05-01,9244.7227,9443.96,8835.7279,9242.17,86077.0,2018,5,1,1,58.69529385629858,8110.459400000001,9959.395849999999,392.0976219791082,608.2320999999993
2018-05-02,9071.1083,9271.0862,8815.91,9066.9,63109.0,2018,5,2,2,56.1902115394279,8109.3823999999995,9976.46235,371.31878336014233,455.1761999999999
2018-05-03,9244.3981,9824.222,8975.23,9222.0,62356.0,2018,5,3,3,57.902450712329795,8110.976000000001,9993.5659,363.1801629793572,848.9920000000002
2018-05-04,9738.7446,9817.0532,9165.19,9732.43,63421.0,2018,5,4,4,63.02421670955443,8141.6908,10013.82955,393.38300840205375,651.8631999999998
2018-05-05,9705.9652,9994.2297,9527.38,9696.57,85643.0,2018,5,5,5,62.44937300723257,8170.3212,10033.5838,409.70258235542497,466.84970000000067
2018-05-06,9859.8968,9964.3958,9429.9316,9823.28,85199.0,2018,5,6,6,63.70895679596487,8201.616,10054.71365,427.9275182749552,534.4642000000003
2018-05-07,9644.7615,9918.41,9182.3687,9623.54,95084.0,2018,5,0,7,60.2765624026062,8236.8702,10074.921100000001,421.3959721347019,736.041299999999
2018-05-08,9363.5328,9634.5,9048.8144,9359.52,91366.0,2018,5,1,8,55.98307765257054,8260.2958,10093.22525,390.4150061030541,585.6856000000007
2018-05-09,9188.9685,9450.0,8972.8803,9167.69,75580.0,2018,5,2,9,53.02759920354447,8271.711,10109.17725,346.3903175471696,477.1196999999993
2018-05-10,9314.7829,9395.5087,8974.62,9308.49,62232.0,2018,5,3,10,54.90920952685377,8279.8004,10125.652399999999,319.18248101424433,420.8886999999995
2018-05-11,8930.0055,9393.0,8345.6449,9020.99,126810.0,2018,5,4,11,50.46403535048748,8282.3444,10140.91235,271.293919844411,1047.3551000000007
2018-05-12,8413.0298,9018.38,8190.5122,8411.42,130464.0,2018,5,5,12,42.59115841506509,8276.4794,10153.6136,182.05605659346656,827.8677999999991
2018-05-13,8478.4676,8767.0101,8208.81,8481.6,85006.0,2018,5,6,13,43.680550831521025,8267.6956,10168.404600000002,115.66404342998067,558.2001
2018-05-14,8686.9653,8886.1817,8280.3963,8696.58,117087.0,2018,5,0,14,46.99845236549086,8270.6872,10183.2081,79.47880185254871,605.7853999999988
2018-05-15,8672.5391,8900.9,8286.57,8674.36,86649.0,2018,5,1,15,46.69226958793052,8275.0964,10197.1299,48.45026441322079,614.3299999999999
2018-05-16,8439.026,8865.0,8113.4717,8474.99,81303.0,2018,5,2,16,43.92704968362895,8281.603,10210.645400000001,7.68385742328428,751.5283
2018-05-17,8334.8212,8505.33,7989.9798,8346.59,86017.0,2018,5,3,17,42.19394528859037,8292.7008,10223.7249,-34.58593560214467,515.3501999999999
2018-05-18,8056.2209,8500.0,7923.9503,8067.03,68400.0,2018,5,4,18,38.621116505344716,8295.393199999999,10233.3732,-89.61023571492296,576.0496999999996
2018-05-19,8237.9305,8415.4183,7929.53,8248.87,54701.0,2018,5,5,19,42.057923910689375,8318.603,10244.0176,-117.19348810282463,485.8882999999996
2018-05-20,8228.4359,8596.707,8141.08,8231.2,57416.0,2018,5,6,20,41.81291691390683,8346.226999999999,10253.00255,-138.87833270186275,455.6270000000004
2018-05-21,8520.8777,8651.1181,8170.71,8518.48,64031.0,2018,5,0,21,47.198474251262404,8378.0242,10261.886999999999,-131.36830117459067,480.40809999999965
2018-05-22,8395.8815,8589.1,7950.028,8391.76,77875.0,2018,5,1,22,45.210688190859635,8409.589,10268.6958,-134.0960166312907,639.0720000000001
2018-05-23,7983.9596,8417.65,7434.185,7984.08,125744.0,2018,5,2,23,39.4537809087255,8428.215400000001,10272.882099999999,-167.22643738362058,983.4649999999992
2018-05-24,7504.638,8032.01,7316.3192,7502.89,116805.0,2018,5,3,24,33.95753511811529,8429.9478,10273.4524,-229.663132418822,715.6908000000003
2018-05-25,7580.499,7733.99,7267.24,7586.88,77387.0,2018,5,4,25,35.64280816323989,8445.6864,10274.523200000001,-269.26347032481954,466.75
2018-05-26,7469.1654,7661.07,7300.1813,7471.18,61746.0,2018,5,5,26,34.34272188494255,8459.6762,10277.0407,-306.45047614490613,360.8886999999995
2018-05-27,7341.0801,7622.87,7234.3481,7335.99,51830.0,2018,5,6,27,32.83562410794826,8474.0294,10278.069249999999,-342.8776690108425,388.52189999999973
2018-05-28,7348.6618,7442.8893,7072.4773,7347.39,80831.0,2018,5,0,28,33.10222607509341,8482.879200000001,10277.554600000001,-366.60065294841843,370.41200000000026
2018-05-29,7110.3864,7518.009,7050.5771,7112.5,78921.0,2018,5,1,29,30.422651839686424,8484.584,10277.377100000002,-399.7469149741737,467.4318999999996
2018-05-30,7470.4118,7566.2093,7026.9,7469.45,58540.0,2018,5,2,30,38.56172824227821,8498.371000000001,10281.783449999999,-392.68604431088534,539.3093000000008
2018-05-31,7385.0771,7604.3972,7273.89,7375.73,51176.0,2018,5,3,31,37.327086590318096,8509.172199999999,10286.88645,-390.15520781616215,330.5072
2018-06-01,7492.7449,7607.9317,7330.22,7492.28,49490.0,2018,6,4,1,39.903970736608336,8520.198999999999,10294.996,-374.4287096186881,277.71169999999984
2018-06-02,7523.8338,7697.3513,7348.45,7511.6,41682.0,2018,6,5,2,40.34185994950936,8511.9554,10299.92815,-356.2991886990876,348.90130000000045
2018-06-03,7637.3893,7775.478,7438.92,7642.0,34983.0,2018,6,6,3,43.34261238814342,8506.857,10305.093149999999,-327.63247927547854,336.558
2018-06-04,7713.4935,7790.69,7458.8827,7703.67,43710.0,2018,6,0,4,44.757795063983885,8500.922199999999,10307.1415,-296.51955902307236,331.8072999999995
2018-06-05,7499.6597,7764.44,7376.5325,7488.26,48654.0,2018,6,1,5,40.91364182143199,8483.603000000001,10305.348,-285.9479028820351,387.90749999999935
2018-06-06,7623.1624,7697.474,7360.0,7617.98,46203.0,2018,6,2,6,44.03112656322259,8474.9996,10305.06295,-264.0585665563576,337.47400000000016
2018-06-07,7657.3082,7755.5297,7482.61,7658.57,37425.0,2018,6,3,7,45.00882939506278,8470.3536,10304.50065,-240.66163847719145,272.9197000000004
2018-06-08,7691.1113,7750.0,7542.3902,7689.28,35607.0,2018,6,4,8,45.780551345499845,8460.6824,10302.86415,-217.13832857497164,207.60980000000018
2018-06-09,7616.6543,7697.0,7463.0694,7618.11,24385.0,2018,6,5,9,44.23137739680605,8447.6184,10299.82385,-201.91125296981318,233.93059999999969
2018-06-10,7497.2385,7686.45,6634.2785,7492.7,96616.0,2018,6,6,10,41.56243017974625,8420.2524,10296.8112,-197.68444156440546,1052.1714999999995
2018-06-11,6772.4431,7498.0,6627.7,6781.17,67526.0,2018,6,0,11,30.36669193560374,8377.4616,10289.6436,-248.88025095829653,870.3000000000002
2018-06-12,6882.0986,6919.97,6459.2252,6880.61,72640.0,2018,6,1,12,33.07976712487786,8339.274599999999,10284.10165,-278.2221500451533,460.7448000000004
2018-06-13,6556.1384,6880.76,6132.6823,6557.67,103007.0,2018,6,2,13,29.112674701790752,8291.489,10275.894049999999,-323.8017900699533,748.0776999999998
2018-06-14,6304.9359,6723.5562,6120.0,6307.4,91025.0,2018,6,3,14,26.463953566887383,8224.677,10263.8411,-375.7868437638008,603.5562
2018-06-15,6642.4155,6708.1,6270.69,6646.1,56934.0,2018,6,4,15,35.0732713221488,8180.2992,10250.7163,-385.21459986281207,437.41000000000076
2018-06-16,6401.739,6666.66,6343.4604,6390.6,36588.0,2018,6,5,16,32.02715032856135,8122.6216,10234.12895,-408.5928748707229,323.1995999999999
2018-06-17,6497.4844,6579.8011,6333.63,6487.92,28275.0,2018,6,6,17,34.36544530743046,8073.9514,10217.22445,-414.48943933708415,246.17109999999957
2018-06-18,6454.0727,6834.5805,6381.2794,6453.41,49428.0,2018,6,0,18,33.919845264115935,8016.1174,10200.3681,-417.1386629009039,453.3010999999997
2018-06-19,6723.9548,6855.6152,6381.25,6707.5,42215.0,2018,6,1,19,40.08039525055224,7962.3876,10184.16725,-394.19126070274706,474.3652000000002
2018-06-20,6739.6746,6841.81,6566.2998,6736.52,42276.0,2018,6,2,20,40.759693119807736,7912.2746,10163.647599999998,-369.4053329326489,275.5102000000006
2018-06-21,6766.798,6809.26,6558.95,6756.58,31580.0,2018,6,3,21,41.25545944927574,7866.0682,10143.0705,-344.176183449722,250.3100000000004
2018-06-22,6721.3417,6792.2,5936.5666,6718.33,100786.0,2018,6,4,22,40.558469555046955,7815.9947999999995,10120.41215,-323.5388021346107,855.6333999999997
2018-06-23,6075.2343,6737.97,5940.0,6050.45,56352.0,2018,6,5,23,30.78009461055622,7742.3552,10092.59905,-356.96103840186424,797.9700000000003
2018-06-24,6173.2179,6267.6185,5780.5565,6177.38,78764.0,2018,6,6,24,34.03507749017734,7671.9714,10065.10095,-368.9531489998344,487.0619999999999
2018-06-25,6167.4334,6356.5048,5780.0,6153.4,62511.0,2018,6,0,25,33.712541057880955,7598.5738,10027.75045,-376.05701742844485,576.5047999999997
2018-06-26,6262.6212,6365.34,6062.2214,6253.61,50913.0,2018,6,1,26,36.423932744814664,7531.175200000001,9976.01855,-369.3432161411347,303.1185999999998
2018-06-27,6093.3637,6277.0,6013.312,6068.0,47981.0,2018,6,2,27,33.67629083211888,7465.3448,9927.358549999999,-374.68057164377024,263.6880000000001
2018-06-28,6141.7066,6181.11,5838.8186,6135.64,77908.0,2018,6,3,28,35.58332516401589,7404.7038,9884.999300000001,-369.1966128877866,342.29140000000007
2018-06-29,5861.3507,6217.0219,5794.8144,5848.33,95497.0,2018,6,4,29,31.447117160245114,7335.5006,9840.785950000001,-383.6120114363721,422.2074999999995
2018-06-30,6225.8936,6549.7742,5774.72,6204.24,56239.0,2018,6,5,30,40.65049173708091,7279.1656,9789.45715,-362.14279934268325,775.0541999999996
2018-07-01,6439.911,6510.0,6190.28,6385.71,33770.0,2018,7,6,1,44.725211947465766,7238.6514,9738.13565,-326.71896879244196,319.72000000000025
2018-07-02,6365.7061,6690.6495,6259.34,6349.99,54676.0,2018,7,0,2,44.08363411213413,7196.019200000001,9688.635600000001,-298.09142099618475,431.3095000000003
2018-07-03,6634.5743,6693.9642,6270.69,6612.98,41200.0,2018,7,1,3,49.794012966512014,7154.3472,9639.67555,-251.28611806753725,423.27420000000075
2018-07-04,6534.1254,6773.2447,6433.3862,6507.99,36247.0,2018,7,2,4,47.6997303294137,7111.0198,9584.858,-220.12690787480733,339.8585000000003
2018-07-05,6609.7886,6792.28,6413.2,6584.25,41615.0,2018,7,3,5,49.36558648043472,7073.205,9521.84035,-187.1224337024414,379.0799999999999
2018-07-06,6567.3501,6700.0,6445.31,6533.69,34431.0,2018,7,4,6,48.2678787333805,7036.946999999999,9459.7438,-163.16505440839592,254.6899999999996
2018-07-07,6652.0277,6858.6787,6449.76,6596.53,32624.0,2018,7,5,7,49.763078567912494,7007.537,9398.0236,-137.52271958362053,408.9187000000002
2018-07-08,6795.3534,6823.7289,6510.0,6759.99,27845.0,2018,7,6,8,53.525870616990105,6977.759400000001,9343.32355,-102.82581657750052,313.72890000000007
2018-07-09,6738.9902,6857.5605,6658.6382,6706.6,33715.0,2018,7,0,9,52.151859927810605,6947.2674,9294.52165,-78.72886047210795,198.92229999999927
2018-07-10,6697.2122,6814.72,6309.9933,6666.75,47951.0,2018,7,1,10,51.09752326253306,6910.232799999999,9249.85535,-62.131201295836036,504.72670000000016
2018-07-11,6362.8622,6683.9,6270.84,6299.46,37576.0,2018,7,2,11,42.55763062599037,6868.3868,9211.3037,-77.71877657031473,413.0599999999995
2018-07-12,6415.1909,6415.6649,6088.6957,6380.0,45295.0,2018,7,3,12,44.73865836770999,6836.3052,9170.1087,-82.62073695265099,326.96919999999955
2018-07-13,6262.1388,6380.0,6072.0,6243.88,38428.0,2018,7,4,13,41.8467434638012,6811.125,9130.53875,-96.37833284248609,308.0
2018-07-14,6221.8298,6337.25,6121.01,6215.59,26524.0,2018,7,5,14,41.249953234583906,6783.699199999999,9092.060300000001,-108.31549961836845,216.23999999999978
2018-07-15,6251.0754,6389.8313,6180.0,6243.98,24884.0,2018,7,6,15,42.14170261316833,6759.1552,9044.458,-114.1688866978393,209.83129999999983
2018-07-16,6348.6254,6750.6047,6227.76,6349.3,50599.0,2018,7,0,16,45.449676484679756,6739.4214,8999.37985,-109.0522083504411,522.8446999999996
2018-07-17,6733.0012,7476.153,6333.63,6721.04,66733.0,2018,7,1,17,55.188362478860284,6726.894399999999,8960.6347,-74.14618162982424,1142.5230000000001
2018-07-18,7327.4733,7576.5894,6657.95,7310.71,80044.0,2018,7,2,18,65.66079722140893,6730.8586,8925.48825,1.0860180131639936,918.6394
2018-07-19,7378.6664,7599.98,7239.15,7378.1,60692.0,2018,7,3,19,66.62086744686079,6729.031599999999,8899.17875,65.39208875324675,360.8299999999999
2018-07-20,7475.6775,7688.6909,7278.84,7471.42,69084.0,2018,7,4,20,67.95688297498192,6730.9454000000005,8867.13585,122.47345940427203,409.85089999999946
2018-07-21,7339.0631,7696.88,7226.6182,7330.84,36987.0,2018,7,5,21,63.813254164955815,6727.716600000001,8836.572999999999,154.5852630835161,470.2618000000002
2018-07-22,7415.6397,7581.3161,7212.0,7409.92,38656.0,2018,7,6,22,65.10231042881139,6725.682999999999,8800.2279,184.29080427855388,369.3161
2018-07-23,7403.7283,7814.7744,7336.15,7396.6,77323.0,2018,7,0,23,64.6843417350579,6720.775,8761.432799999999,204.40163223160562,478.6244000000006
2018-07-24,7718.233,8499.8433,7369.86,7719.62,102344.0,2018,7,1,24,69.75546468246239,6721.094,8724.31255,243.59659279617154,1129.9833000000008
2018-07-25,8385.0038,8496.96,7691.14,8403.83,76188.0,2018,7,2,25,77.21783135152276,6739.405400000001,8681.691700000001,326.10972038611726,805.8199999999988
2018-07-26,8173.8423,8475.0,7862.7036,8174.06,62853.0,2018,7,3,26,70.89202837471014,6750.527000000001,8636.81365,368.7111768125869,612.2964000000002
2018-07-27,7938.1085,8314.23,7808.4086,7926.0,62767.0,2018,7,4,27,64.72704460932883,6755.8756,8595.82355,378.0982873824687,505.8213999999998
2018-07-28,8191.1163,8274.98,7798.48,8183.05,33731.0,2018,7,5,28,67.84734841812815,6765.751,8561.73885,401.6494619043724,476.5
2018-07-29,8239.1518,8307.7242,8051.43,8237.74,23772.0,2018,7,6,29,68.48610028043771,6778.143599999999,8530.91,419.88677001236465,256.2942000000003
2018-07-30,8210.5101,8299.99,7864.2169,8216.74,58780.0,2018,7,0,30,67.92806624114593,6792.6244,8497.543599999999,427.71501117945445,435.77309999999943
2018-07-31,8175.5777,8295.0,7655.1852,8160.21,83922.0,2018,7,1,31,66.36054804191275,6820.2052,8472.1255,424.46448774991586,639.8148000000001
2018-08-01,7732.7088,8162.37,7441.827,7725.43,71374.0,2018,8,2,1,55.71206275509468,6837.1016,8441.8456,382.397274376347,720.5429999999997
2018-08-02,7626.6576,7761.56,7440.0,7602.01,46375.0,2018,8,3,2,53.10693071218218,6857.988399999999,8408.866750000001,335.23535763778,321.5600000000004
2018-08-03,7532.0791,7709.98,7295.5124,7536.37,38573.0,2018,8,4,3,51.72170343297029,6882.567800000001,8378.308649999999,289.228552698587,414.46759999999995
2018-08-04,7420.238,7542.92,6989.6135,7416.98,35920.0,2018,8,5,4,49.2075838131085,6897.9854,8347.35835,240.36329466704228,553.3064999999997
2018-08-05,7007.4277,7494.48,6903.1382,7009.99,30826.0,2018,8,6,5,41.75623461983564,6910.373199999999,8325.4766,166.87292675438312,591.3417999999992
2018-08-06,7080.0253,7140.1338,6834.3834,7032.61,68227.0,2018,8,0,6,42.27938598533481,6921.267000000001,8304.6829,109.19776184555485,305.7503999999999
2018-08-07,6937.3157,7157.93,6674.1846,6936.11,113972.0,2018,8,1,7,40.60381009213411,6930.920999999999,8283.1256,55.06824219509872,483.7454000000007
2018-08-08,6718.1829,7155.0,6128.0418,6717.68,115431.0,2018,8,2,8,37.02679171905412,6931.124599999999,8258.954,-5.3930993224394115,1026.9582
2018-08-09,6288.9369,6717.68,6121.0,6283.59,82750.0,2018,8,3,9,31.153137753977944,6922.066000000001,8226.492,-87.32989852481296,596.6800000000003
2018-08-10,6518.2364,6627.0,6026.1625,6543.76,99218.0,2018,8,4,10,37.54759330007967,6917.8096,8201.41645,-129.7758819622868,600.8374999999996
2018-08-11,6136.972,6584.05,5995.75,6139.99,85774.0,2018,8,5,11,32.502213402042145,6906.2428,8178.07145,-193.76192731116498,588.3000000000002
2018-08-12,6222.9994,6494.13,6000.0,6239.98,73350.0,2018,8,6,12,34.837378126712494,6910.033399999999,8155.01225,-233.708920934233,494.1300000000001
2018-08-13,6311.6227,6543.901,6144.5153,6310.82,112585.0,2018,8,0,13,36.51316330839697,6912.7022,8129.56155,-256.6920194031991,399.3856999999998
2018-08-14,6250.947,6544.37,5872.8918,6252.63,141643.0,2018,8,1,14,35.70097933883912,6914.6868,8105.0470000000005,-276.4153926264262,671.4781999999996
2018-08-15,6190.2778,6624.513,5880.0,6193.62,164987.0,2018,8,2,15,34.854291820296595,6913.487000000001,8080.55035,-293.4254953782256,744.5129999999999
2018-08-16,6268.424,6628.5,6186.02,6272.3,105655.0,2018,8,3,16,36.999695859696295,6917.573,8054.67915,-297.1321514330175,442.47999999999956
2018-08-17,6315.3911,6587.2033,6208.37,6313.51,102471.0,2018,8,4,17,38.14863109125571,6921.1304,8027.8188,-293.36269789836206,378.83330000000024
2018-08-18,6581.1763,6601.8845,6290.64,6580.15,85500.0,2018,8,5,18,45.12222659032016,6935.766799999999,8004.90645,-265.7958303381811,311.2444999999998
2018-08-19,6389.3114,6615.0,6303.0,6399.28,78899.0,2018,8,6,19,41.688617492697226,6939.6676,7987.04785,-255.597220935324,312.0
2018-08-20,6481.6345,6545.0,6234.414,6481.99,101491.0,2018,8,0,20,43.794879423896965,6941.593199999999,7968.7128,-238.09611988254073,310.58600000000024
2018-08-21,6254.2365,6522.99,6215.7665,6260.82,95624.0,2018,8,1,21,39.66859862488764,6939.8098,7955.02195,-239.31427581118533,307.22350000000006
